ENTIDAD;DESCRIPCION_URL;ID;LINK;DESCRICION_1;DESCRIPCION_2;DESCRIPCION_3;CONDICIONES
BANCO DE CHILE;MARCAS;ppp_beneficio-link-zapatos-bts;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/zapatos-bts;zapatos.cl;40% dcto. los martes en compra online;40% dcto.en compra online en zapatos.cl. Válido solo en categoría escolar.;"Válido solo en categoría de escolar. Excluye Vans.;Tope de dcto. $35.000 por compra.;Descarga tu código en bancochile.cl o en App Mi Beneficio e ingrésalo al momento de pagar online.;No acumulable con otras promociones.;1.000 códigos totales disponibles para esta promoción.;No válido para cambios."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-we-love-shoes-bts;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/we-love-shoes-bts;We love Shoes;40% dcto. los lunes en compra online;40% dcto. en compra online online en weloveshoes.cl. Válido solo en categoría escolar.;"Tope de dcto. $35.000 por compra.;Descarga tu código en bancochile.cl o en App Mi Beneficio e ingrésalo al momento de pagar online.;No acumulable con otras promociones.;1.000 códigos totales disponibles para esta promoción.;No válido para cambios."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-funsport-bts;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/funsport-bts;Funsport;40% dcto. los lunes en compra presencial;40% dcto. en compra presencial Válido solo en categoría escolar.;"Válido solo en categoría de escolar. Excluye Vans y Under Armour.;Tope de dcto. $35.000 por compra.;Descarga tu codigo en bancochile.cl o en App mi Beneficio y presentalo en tiendas al momento de pagar.;No acumulable con otras promociones.;1.000 códigos totales disponibles para esta promoción.;No válido para cambios."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-kaya-unite;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/kaya-unite;Kaya Unite;20% dcto. todos los días;20% de dcto todos los días en compras online y presencial pagando con tus tarjetas del Chile;"Para compras presenciales, pagando con tus tarjetas del Chile.;Para compras online, ingresa los 6 primeros dígitos de tus tarjetas del Chile como cupón de dcto.;No acumulable con ofertas o promociones."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-kaya-unite-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/kaya-unite-fan;Kaya Unite;20% de dcto todos los días en compras online y presencial;20% de dcto todos los días en compras online y presencial.;"Para compras presenciales, pagando con tu Tarjeta FAN CLAN;Para compras online, ingresa los 6 primeros dígitos de tu Tarjeta FAN CLAN como cupón de dcto.;No acumulable con ofertas o promociones.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-starbucks-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/starbucks-fan;Starbucks;$5.000 de dcto. en bebidas preparadas en barra.;$5.000 de dcto en bebidas preparadas en barra.;"No acumulable con otras promociones. 1 cupón por cliente.;Cupón válido para ser usado hasta el 28 de febrero de 2023.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-burger-king-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/burger-king-fan;Burger King;Disfruta tu combo Stacker Jr por solo $100.;Disfruta tu combo Stacker Jr por solo $100;"Pide tu combo Stacker Jr. presentando tu código en caja y paga los $100 con tu Tarjeta Fan Clan.;En cualquier local Burger King incluido el Auto King (excluye canales digitales).;1 combo por cliente. Códigos vigentes hasta 15 de febrero de 2023.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-uber-eats-rappi;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/uber-eats-rappi;Uber Eats - Rappi ;30% dcto en la primera de compra.;30% dcto en la primera de compra.;"No acumulable con otras promociones. 1 compra por cliente.;Tope de dcto $6.000;Beneficio válido hasta el 28 de febrero de 2023.;El monto de descuento será abonado en tu siguiente o subsiguiente estado de cuenta.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-travez-tienda-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/travez-tienda-fan;Travel Tienda;40% dcto. adicional en tu primera compra.;40% dcto. adicional en tu primera compra.;"No acumulable con otras promociones.;Dcto no válido en el costo del despacho.;1 compra por cliente.;Tope de dcto $40.000;Realiza tu compra en tienda.travel.cl con tu Tarjeta Fan Clan y paga a través del botón de pago Banco de Chile para obtener tu descuento.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-block-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/block-fan;Block;20% de descuento todos los martes en compra online.;20% de descuento todos los martes en compra online;"Solicita tu descuento en www.blockstore.cl ingresando los 6 primeros dígitos de tu Tarjeta como código de dcto.;No acumulable con otras promociones.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-totto-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/totto-fan;Totto;25% dcto compra presencial y online;25% dcto compra presencial y online;"Para compra online solicita tu descuento en Totto.cl ingresando los 6 primeros dígitos de tu Tarjeta cómo código de dcto.;No acumulable con otras promociones.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-life-board-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/life-board-fan;LifeBoard;15% de dcto en compras online;15% de dcto en compras online;"Solicita tu descuento en www.lifeboard.cl ingresando los 6 primeros dígitos de tu Tarjeta como código de dcto.;No acumulable con otras promociones.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-rallykart-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/rallykart-fan;RallyKart ;30% dcto. en vueltas extras todos los días.;30% dcto. en vueltas extras todos los días y 50% de vueltas extras hasta las 14 hrs todos los días.;"Solicita al momento de pagar en forma presencial pagando con tu Tarjeta Fan CLAN;No acumulables con otras promociones y solo en carreras Corta, Normal y Desafío.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-coney-park-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/coney-park-fan;Coney Park;30% en Marca: Yukids y Jump;30% en Marca: Yukids y Jump y en Marca: Coney Park hasta un 50% de descuento (de lunes a jueves);"Solicita al momento de pagar en forma presencial pagando con tu Tarjeta Fan CLAN;No acumulables con otras promociones y solo en carreras Corta, Normal y Desafío.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bsoul-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bsoul-fan;BSoul;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-hush-puppies-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/hush-puppies-fan;Hush Puppies;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-cat-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/cat-fan;Cat;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;No aplica productos con descuento.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-burton-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/burton-fan;Burton;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-under-armour-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/under-armour-fan;Under Armour;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Excluye: Católica 2023, Teamwear, Curry Brand, HOVR Phantom, Calzado de Project Rock, HOVR Infinite 4, Lanzamientos de campaña 2023.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-merrell-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/merrell-fan;Merrell;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-columbia-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/columbia-fan;Columbia;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Excluye: Polars Klamath, Glacial y Steens, Calzado Peakfreak, Escape Thrive Ultra y Escape Thrive Endure, No aplica productos con descuento.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-mountain-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/mountain-fan;Mountain Hardwear;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-zapatos-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/zapatos-fan;Zapatos.cl;20% de descuento en compras online;Zapatos.cl: 20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Excluye Vans y Norseg.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-keds-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/keds-fan;Keds;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-billabong-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/billabong-fan;Billabong;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-rvca-fan;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/rvca-fan;Rvca;20% de descuento en compras online;20% de descuento en compras online;"Descarga tu código e ingrésalo al momento de pagar en el sitio web.;Tope de dcto. $50.000;No acumulable con otras promociones.;2 cupones por cliente.;2.000 códigos disponibles.;Beneficio exclusivo clientes cuenta FAN Clan."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-farmaloop;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/farmaloop;Farmaloop;15% de dcto. de lunes a jueves;Somos una farmacia online basada en economía circular y con foco en pacientes crónicos. En FarmaLoop evitamos la destrucción de medicamentos por expiración y los hacemos llegar a las personas que lo necesitan, al menos precio posible y directo a sus casas.;"15% de dcto los lunes y jueves del mes de Febrero.;Se excluyen medicamentos de fertilidad.;El descuento aplica sobre compras por un monto mínimo de $15.000.;El Beneficio no es acumulable con otros convenios.;Despacho gratis. Para todos los productos comprados en Farmaloop.cl, con despacho en la Provincia de Santiago y comuna de Colina.;$3.500 de descuento en costo de despacho. Para todos los productos comprados en Farmaloop.cl, con despacho al resto de las localidades del país.;El despacho corresponde al envío estándar (24-48 horas).;Descuentos online, con cobertura de Arica a Punta Arenas, excepto Puerto Williams, Juan Fernandez e Isla de Pascua."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-dimeiggs-bts;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/dimeiggs-bts;Dimeiggs;40% dcto. en Dimeiggs;40% dcto. los miércoles y 15% dcto. el resto de la semana en compra presencial y online en dimeiggs.cl;"40% dcto. es válido para compras realizadas y pagadas solo los días miércoles.;Para compra online ingresa los 6 primeros digitos de tu Tarjeta como código de dcto.;Para compra presencial solicita tu dcto. al momento de pagar indicando tu rut. Tope de dcto. $30.000 para compras presenciales y online;Descuentos no acumulable con otras promociones.;Descuento no es válido en el costo de envío."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-neumashop;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/neumashop;NeumaShop;Hasta un 35% dcto en neumáticos y servicios para tu vehículo;Compra tus neumáticos de manera online, agenda la instalación, paga online y dirígete al taller más cercano. Neumáticos Bridgestone. Goodyear, Pirelli, Michelin, entre otros.;"Beneficio válido todos los miércoles.;Obtén un 20% descuento en neumáticos en tus compras online.;Obtén un 35% descuento en servicios realizados en nuestra sucursal de movicenter.;ingresando los primeros 6 dígitos de la tarjeta al momento de realizar la compra en www.neumashop.cl.;Descuento aplica sobre descuento."
BANCO DE CHILE;MARCAS;ppp_beneficio-link-petfy;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/petfy;Petfy;15% dcto.;;
BANCO DE CHILE;MARCAS;ppp_beneficio-link-bigos;https://portales.bancochile.cl/personas/beneficios/beneficios-y-descuentos/detalles/bigos;Bigos;20% dcto. todos los viernes.;Bigos es una tienda donde encontrarás los mejores alimentos, accesorios y todo lo que necesitas para las mascotas de tu familia entregando un servicio rápido y confiable. Somos una marca comprometida con nuestros clientes, colaboradores y el medio ambiente.;"20% de dcto en los productos de la tienda, los días viernes.;Obtén tu descuento ingresando los 6 primeros dígitos como código de dcto. en www.bigos.cl;Excluye alimentos (pelletizados y/o secos).;Excluye productos en descuentos;Válido solo para comunas con cobertura de despacho.;No aplica a otros descuentos, ni valor del despacho."
